name,price,date,time,change,open,high,low,volume
"MAT",69.85,"6/11/2007","10:26am",-0.45,70.25,70.3,69.76,1670405
"ONIONS",50.32,"6/11/2007","10:25am",0.18,50.3,50.64,50.04,2654700
"PASTE",30.09,"6/11/2007","10:31am",0.04,30.05,30.25,29.93,12221463
"PEPPER",26.39,"6/11/2007","10:26am",-0.13,26.5,26.53,26.34,3224570
"SOAP",63.04,"6/11/2007","10:25am",-0.03,62.8,63.1,62.75,1243746
"TEA",40.001,"6/11/2007","10:26am",-0.259,40.2,40.25,39.89,2441800
"TISSUES",69.63,"6/11/2007","10:26am",-0.6,69.85,70.2,69.51,446700
"TOMATOES",43.12,"6/11/2007","10:26am",0.05,42.95,43.19,42.89,1681910
"TOWEL",49.595,"6/11/2007","10:26am",-0.485,49.9,50.0,49.57,1951400
"YOGURT",82.79,"6/11/2007","10:26am",0.11,82.68,83.11,82.35,2330500
"ALMOND",39.555,"6/11/2007","10:31am",-0.105,39.67,40.18,39.43,944980
"BREAD",71.32,"6/11/2007","10:30am",-0.21,71.29,71.6,71.15,953042
"APPLES",62.79,"6/11/2007","10:31am",-0.25,62.79,63.07,62.42,1329020
"BANANA",97.85,"6/11/2007","10:31am",-0.34,98.25,98.79,97.74,531200
"BUNS",52.92,"6/11/2007","10:31am",-0.41,53.2,53.25,52.81,1746999
"BUTTER",78.43,"6/11/2007","10:30am",-0.09,78.32,78.99,78.06,751652
"CHEESE",50.88,"6/11/2007","10:30am",-0.25,51.13,51.21,50.69,698200
"CHERRIES",34.21,"6/11/2007","10:30am",0.01,34.28,34.44,34.12,1097150
"CHIPS",37.28,"6/11/2007","10:31am",-0.04,37.07,37.41,37.05,3653019
"COCONUT",31.15,"6/11/2007","10:31am",0.15,31.0,31.62,30.9,4256179
"COFFEE",37.75,"6/11/2007","10:31am",-0.2,37.78,37.83,37.62,1712669
"CELL",57.09,"6/11/2007","10:30am",-0.29,57.25,57.4,57.03,481100
"COOKIES",46.08,"6/11/2007","10:30am",0.38,45.8,46.29,45.46,2341480
"DEODRANT",103.2,"6/11/2007","10:30am",0.13,102.87,103.63,102.5,1182000
"EGGS",21.85,"6/11/2007","10:36am",0.02,21.7,21.95,21.69,8728776
"FRESHNER",62.59,"6/11/2007","10:31am",0.46,62.89,62.89,62.15,1771778
"GRAPES",50.13,"6/11/2007","10:30am",-0.28,50.41,50.55,50.05,1552000
"MILK",51.34,"6/11/2007","10:31am",-0.33,51.67,51.82,51.32,4669560
"MINT",51.2,"6/11/2007","10:30am",-0.21,51.47,51.47,50.98,779219
"OIL",85.54,"6/11/2007","10:30am",-0.4,85.94,85.98,85.41,502100
"MAT",69.89,"6/11/2007","10:31am",-0.41,70.25,70.3,69.76,1759605
"ONIONS",50.35,"6/11/2007","10:30am",0.21,50.3,50.64,50.04,2706300
"PASTE",30.11,"6/11/2007","10:36am",0.06,30.05,30.25,29.93,12723552
"PEPPER",26.38,"6/11/2007","10:30am",-0.14,26.5,26.53,26.34,3420170
"SOAP",63.07,"6/11/2007","10:31am",0.0,62.8,63.1,62.75,1285746
"TEA",40.05,"6/11/2007","10:30am",-0.21,40.2,40.25,39.89,2609700
"TISSUES",69.6,"6/11/2007","10:31am",-0.63,69.85,70.2,69.51,500000
"TOMATOES",43.15,"6/11/2007","10:30am",0.08,42.95,43.19,42.89,1759910
"TOWEL",49.61,"6/11/2007","10:31am",-0.47,49.9,50.0,49.57,2038300
"YOGURT",82.69,"6/11/2007","10:31am",0.01,82.68,83.11,82.35,2496800
"ALMOND",39.56,"6/11/2007","10:36am",-0.1,39.67,40.18,39.43,999880
"BREAD",71.37,"6/11/2007","10:36am",-0.16,71.29,71.6,71.15,991742
"APPLES",62.89,"6/11/2007","10:36am",-0.15,62.79,63.07,62.42,1356220
"BANANA",98.0,"6/11/2007","10:36am",-0.19,98.25,98.79,97.74,561900
"BUNS",52.97,"6/11/2007","10:36am",-0.36,53.2,53.25,52.81,1864099
"BUTTER",78.53,"6/11/2007","10:36am",0.01,78.32,78.99,78.06,785752
"CHEESE",50.85,"6/11/2007","10:35am",-0.28,51.13,51.21,50.69,754500
"CHERRIES",34.22,"6/11/2007","10:36am",0.02,34.28,34.44,34.12,1157550
"CHIPS",37.3,"6/11/2007","10:36am",-0.02,37.07,37.41,37.05,3926919
"COCONUT",31.15,"6/11/2007","10:36am",0.15,31.0,31.62,30.9,4421279
"COFFEE",37.76,"6/11/2007","10:36am",-0.19,37.78,37.83,37.62,1911069
"CELL",57.08,"6/11/2007","10:36am",-0.3,57.25,57.4,57.0,530800
"COOKIES",46.01,"6/11/2007","10:35am",0.31,45.8,46.29,45.46,2464880
"DEODRANT",103.19,"6/11/2007","10:36am",0.12,102.87,103.63,102.5,1242400
"EGGS",21.88,"6/11/2007","10:41am",0.05,21.7,21.95,21.69,9039718
"FRESHNER",62.54,"6/11/2007","10:35am",0.41,62.89,62.89,62.15,1848378
"GRAPES",50.17,"6/11/2007","10:36am",-0.24,50.41,50.55,50.05,1615800
"MILK",51.37,"6/11/2007","10:35am",-0.3,51.67,51.82,51.32,4715160
"MINT",51.19,"6/11/2007","10:36am",-0.22,51.47,51.47,50.98,862419
"OIL",85.6,"6/11/2007","10:36am",-0.34,85.94,85.98,85.41,535100
"MAT",69.9,"6/11/2007","10:36am",-0.4,70.25,70.3,69.76,1818105
"ONIONS",50.405,"6/11/2007","10:36am",0.265,50.3,50.64,50.04,2773500
"PASTE",30.08,"6/11/2007","10:41am",0.03,30.05,30.25,29.93,13110210
"PEPPER",26.37,"6/11/2007","10:36am",-0.15,26.5,26.53,26.34,3656096
"SOAP",63.07,"6/11/2007","10:36am",0.0,62.8,63.1,62.75,1344746
"TEA",40.03,"6/11/2007","10:36am",-0.23,40.2,40.25,39.89,2759900
"TISSUES",69.6875,"6/11/2007","10:36am",-0.5425,69.85,70.2,69.51,573400
"TOMATOES",43.17,"6/11/2007","10:36am",0.1,42.95,43.19,42.89,1809710
"TOWEL",49.71,"6/11/2007","10:36am",-0.37,49.9,50.0,49.56,2171500
"YOGURT",82.87,"6/11/2007","10:36am",0.19,82.68,83.11,82.35,2657200
"ALMOND",39.59,"6/11/2007","10:41am",-0.07,39.67,40.18,39.43,1035980
"BREAD",71.38,"6/11/2007","10:41am",-0.15,71.29,71.6,71.15,1036342
"APPLES",62.99,"6/11/2007","10:40am",-0.05,62.79,63.07,62.42,1401320
"BANANA",97.98,"6/11/2007","10:40am",-0.21,98.25,98.79,97.74,586200
"BUNS",53.04,"6/11/2007","10:41am",-0.29,53.2,53.25,52.81,1974394
"BUTTER",78.47,"6/11/2007","10:40am",-0.05,78.32,78.99,78.06,811452
"CHEESE",50.75,"6/11/2007","10:41am",-0.38,51.13,51.21,50.69,816700
"CHERRIES",34.22,"6/11/2007","10:41am",0.02,34.28,34.44,34.12,1264950
"CHIPS",37.32,"6/11/2007","10:41am",0.0,37.07,37.41,37.05,4056919
"COCONUT",31.15,"6/11/2007","10:41am",0.15,31.0,31.62,30.9,4500679
"COFFEE",37.74,"6/11/2007","10:40am",-0.21,37.78,37.83,37.62,1949569
"CELL",57.05,"6/11/2007","10:40am",-0.33,57.25,57.4,57.0,566900
"COOKIES",45.95,"6/11/2007","10:41am",0.25,45.8,46.29,45.46,2574530
"DEODRANT",103.23,"6/11/2007","10:40am",0.16,102.87,103.63,102.5,1272000
"EGGS",21.88,"6/11/2007","10:46am",0.05,21.7,21.95,21.69,9537433
"FRESHNER",62.52,"6/11/2007","10:41am",0.39,62.89,62.89,62.15,1896678
"GRAPES",50.18,"6/11/2007","10:41am",-0.23,50.41,50.55,50.05,1682000
"MILK",51.38,"6/11/2007","10:40am",-0.29,51.67,51.82,51.32,4744560
"MINT",51.2,"6/11/2007","10:40am",-0.21,51.47,51.47,50.98,903219
"OIL",85.61,"6/11/2007","10:40am",-0.33,85.94,85.98,85.41,544900
"MAT",69.95,"6/11/2007","10:40am",-0.35,70.25,70.3,69.76,1858005
"ONIONS",50.49,"6/11/2007","10:40am",0.35,50.3,50.64,50.04,2889100
"PASTE",30.022,"6/11/2007","10:45am",-0.027999999999999997,30.05,30.25,29.93,13503536
"PEPPER",26.365,"6/11/2007","10:40am",-0.155,26.5,26.53,26.34,3770896
"SOAP",63.08,"6/11/2007","10:41am",0.01,62.8,63.12,62.75,1435146
"TEA",39.99,"6/11/2007","10:41am",-0.27,40.2,40.25,39.89,2921500
"TISSUES",69.77,"6/11/2007","10:41am",-0.46,69.85,70.2,69.51,589900
"TOMATOES",43.19,"6/11/2007","10:40am",0.12,42.95,43.19,42.89,1878010
"TOWEL",49.625,"6/11/2007","10:41am",-0.455,49.9,50.0,49.56,2239000
"YOGURT",82.89,"6/11/2007","10:40am",0.21,82.68,83.11,82.35,2766800
"ALMOND",39.54,"6/11/2007","10:46am",-0.12,39.67,40.18,39.43,1080380
"BREAD",71.32,"6/11/2007","10:46am",-0.21,71.29,71.6,71.15,1071642
"APPLES",62.85,"6/11/2007","10:46am",-0.19,62.79,63.07,62.42,1441520
"BANANA",98.0,"6/11/2007","10:45am",-0.19,98.25,98.79,97.74,632300
"BUNS",52.95,"6/11/2007","10:46am",-0.38,53.2,53.25,52.81,2045194
"BUTTER",78.5,"6/11/2007","10:45am",-0.02,78.32,78.99,78.06,834252
"CHEESE",50.64,"6/11/2007","10:46am",-0.49,51.13,51.21,50.63,893400
"CHERRIES",34.21,"6/11/2007","10:45am",0.01,34.28,34.44,34.12,1344850
"CHIPS",37.2627,"6/11/2007","10:46am",-0.0573,37.07,37.41,37.05,4537419
"COCONUT",31.13,"6/11/2007","10:45am",0.13,31.0,31.62,30.9,4598979
"COFFEE",37.73,"6/11/2007","10:46am",-0.22,37.78,37.83,37.62,2039969
"CELL",57.05,"6/11/2007","10:45am",-0.33,57.25,57.4,57.0,611200
"COOKIES",45.89,"6/11/2007","10:46am",0.19,45.8,46.29,45.46,2729030
"DEODRANT",103.19,"6/11/2007","10:46am",0.12,102.87,103.63,102.5,1319400
"EGGS",21.9,"6/11/2007","10:51am",0.07,21.7,21.95,21.69,9897575
"FRESHNER",62.42,"6/11/2007","10:46am",0.29,62.89,62.89,62.15,1948833
"GRAPES",50.2,"6/11/2007","10:46am",-0.21,50.41,50.55,50.05,1760600
"MILK",51.38,"6/11/2007","10:46am",-0.29,51.67,51.82,51.32,4787060
"MINT",51.21,"6/11/2007","10:45am",-0.2,51.47,51.47,50.98,957919
"OIL",85.54,"6/11/2007","10:45am",-0.4,85.94,85.98,85.41,565800
"MAT",69.96,"6/11/2007","10:45am",-0.34,70.25,70.3,69.76,1992005
"ONIONS",50.41,"6/11/2007","10:45am",0.27,50.3,50.64,50.04,2985100
"PASTE",30.04,"6/11/2007","10:50am",-0.01,30.05,30.25,29.93,13852152
"PEPPER",26.37,"6/11/2007","10:46am",-0.15,26.5,26.53,26.34,4020496
"SOAP",63.02,"6/11/2007","10:45am",-0.05,62.8,63.12,62.75,1542146
"TEA",39.95,"6/11/2007","10:46am",-0.31,40.2,40.25,39.89,3119000
"TISSUES",69.72,"6/11/2007","10:45am",-0.51,69.85,70.2,69.51,611500
"TOMATOES",43.18,"6/11/2007","10:45am",0.11,42.95,43.2,42.89,1971710
"TOWEL",49.6,"6/11/2007","10:46am",-0.48,49.9,50.0,49.56,2280600
"YOGURT",82.72,"6/11/2007","10:46am",0.04,82.68,83.11,82.35,2888400
"ALMOND",39.65,"6/11/2007","10:50am",-0.01,39.67,40.18,39.43,1109080
"BREAD",71.44,"6/11/2007","10:50am",-0.09,71.29,71.6,71.15,1102442
"APPLES",62.83,"6/11/2007","10:50am",-0.21,62.79,63.07,62.42,1484920
"BANANA",98.11,"6/11/2007","10:51am",-0.08,98.25,98.79,97.74,653100
"BUNS",53.01,"6/11/2007","10:51am",-0.32,53.2,53.25,52.81,2147094
"BUTTER",78.56,"6/11/2007","10:50am",0.04,78.32,78.99,78.06,857252
"CHEESE",50.78,"6/11/2007","10:50am",-0.35,51.13,51.21,50.62,931500
"CHERRIES",34.24,"6/11/2007","10:51am",0.04,34.28,34.44,34.12,1456950
"CHIPS",37.29,"6/11/2007","10:51am",-0.03,37.07,37.41,37.05,6374978
"COCONUT",31.17,"6/11/2007","10:50am",0.17,31.0,31.62,30.9,4686579
"COFFEE",37.745,"6/11/2007","10:51am",-0.205,37.78,37.83,37.62,2111769
"CELL",57.14,"6/11/2007","10:51am",-0.24,57.25,57.4,57.0,672700
"COOKIES",46.03,"6/11/2007","10:51am",0.33,45.8,46.29,45.46,2822530
"DEODRANT",103.39,"6/11/2007","10:51am",0.32,102.87,103.63,102.5,1365400
"EGGS",21.89,"6/11/2007","10:56am",0.06,21.7,21.95,21.69,10794661
"FRESHNER",62.6,"6/11/2007","10:51am",0.47,62.89,62.89,62.15,2051122
"GRAPES",50.25,"6/11/2007","10:50am",-0.16,50.41,50.55,50.05,1853000
"MILK",51.46,"6/11/2007","10:51am",-0.21,51.67,51.82,51.32,4861660
"MINT",51.34,"6/11/2007","10:50am",-0.07,51.47,51.47,50.98,999019
"OIL",85.53,"6/11/2007","10:50am",-0.41,85.94,85.98,85.41,582200
"MAT",70.0411,"6/11/2007","10:51am",-0.2589,70.25,70.3,69.76,2064105
"ONIONS",50.48,"6/11/2007","10:51am",0.34,50.3,50.64,50.04,3053000
"PASTE",30.01,"6/11/2007","10:56am",-0.04,30.05,30.25,29.93,14553915
"PEPPER",26.385,"6/11/2007","10:51am",-0.135,26.5,26.53,26.34,4373096
"SOAP",63.04,"6/11/2007","10:51am",-0.03,62.8,63.12,62.75,1613346
"TEA",39.97,"6/11/2007","10:51am",-0.29,40.2,40.25,39.89,3263300
"TISSUES",69.79,"6/11/2007","10:51am",-0.44,69.85,70.2,69.51,629700
"TOMATOES",43.19,"6/11/2007","10:50am",0.12,42.95,43.2,42.89,2067610
"TOWEL",49.7,"6/11/2007","10:51am",-0.38,49.9,50.0,49.56,2349800
"YOGURT",82.73,"6/11/2007","10:51am",0.05,82.68,83.11,82.35,2994800
"ALMOND",39.67,"6/11/2007","10:56am",0.01,39.67,40.18,39.43,1139080
"BREAD",71.45,"6/11/2007","10:55am",-0.08,71.29,71.6,71.15,1141342
"APPLES",62.94,"6/11/2007","10:56am",-0.1,62.79,63.07,62.42,1517420
"BANANA",98.18,"6/11/2007","10:56am",-0.01,98.25,98.79,97.74,695900
"BUNS",53.02,"6/11/2007","10:56am",-0.31,53.2,53.25,52.81,2245494
"BUTTER",78.57,"6/11/2007","10:56am",0.05,78.32,78.99,78.06,892252
"CHEESE",50.8276,"6/11/2007","10:55am",-0.3024,51.13,51.21,50.62,991900
"CHERRIES",34.23,"6/11/2007","10:56am",0.03,34.28,34.44,34.12,1533350
"CHIPS",37.34,"6/11/2007","10:56am",0.02,37.07,37.41,37.05,6871678
"COCONUT",31.2,"6/11/2007","10:56am",0.2,31.0,31.62,30.9,4845779
"COFFEE",37.74,"6/11/2007","10:56am",-0.21,37.78,37.83,37.62,2282669
"CELL",57.17,"6/11/2007","10:56am",-0.21,57.25,57.4,57.0,700800
"COOKIES",46.07,"6/11/2007","10:56am",0.37,45.8,46.29,45.46,2941930
"DEODRANT",103.48,"6/11/2007","10:56am",0.41,102.87,103.63,102.5,1449900
"EGGS",21.93,"6/11/2007","11:01am",0.1,21.7,21.95,21.69,11463765
"FRESHNER",62.47,"6/11/2007","10:56am",0.34,62.89,62.89,62.15,2184222
"GRAPES",50.27,"6/11/2007","10:56am",-0.14,50.41,50.55,50.05,1992300
"MILK",51.45,"6/11/2007","10:56am",-0.22,51.67,51.82,51.32,4959242
"MINT",51.39,"6/11/2007","10:56am",-0.02,51.47,51.47,50.98,1065114
"OIL",85.58,"6/11/2007","10:56am",-0.36,85.94,85.98,85.41,603300
"MAT",70.09,"6/11/2007","10:56am",-0.21,70.25,70.3,69.76,2152505
"ONIONS",50.45,"6/11/2007","10:56am",0.31,50.3,50.64,50.04,3120700
"PASTE",29.985,"6/11/2007","11:01am",-0.065,30.05,30.25,29.93,15025412
"PEPPER",26.35,"6/11/2007","10:55am",-0.17,26.5,26.53,26.34,4707596
"SOAP",63.01,"6/11/2007","10:56am",-0.06,62.8,63.12,62.75,1804846
"TEA",40.01,"6/11/2007","10:56am",-0.25,40.2,40.25,39.89,3433900
"TISSUES",69.9,"6/11/2007","10:56am",-0.33,69.85,70.2,69.51,647800
"TOMATOES",43.17,"6/11/2007","10:56am",0.1,42.95,43.2,42.89,2246610
"TOWEL",49.61,"6/11/2007","10:56am",-0.47,49.9,50.0,49.56,2553200
"YOGURT",82.9,"6/11/2007","10:56am",0.22,82.68,83.11,82.35,3157200
"ALMOND",39.65,"6/11/2007","11:01am",-0.01,39.67,40.18,39.43,1162580
"BREAD",71.46,"6/11/2007","11:01am",-0.07,71.29,71.6,71.15,1167442
"APPLES",62.99,"6/11/2007","11:00am",-0.05,62.79,63.07,62.42,1532720
"BANANA",98.09,"6/11/2007","11:01am",-0.1,98.25,98.79,97.74,714300
"BUNS",53.11,"6/11/2007","11:01am",-0.22,53.2,53.25,52.81,2344994
"BUTTER",78.52,"6/11/2007","11:00am",0.0,78.32,78.99,78.06,915752
"CHEESE",50.75,"6/11/2007","11:01am",-0.38,51.13,51.21,50.62,1025100
"CHERRIES",34.22,"6/11/2007","11:01am",0.02,34.28,34.44,34.12,1567750
"CHIPS",37.32,"6/11/2007","11:01am",0.0,37.07,37.41,37.05,7016378
"COCONUT",31.22,"6/11/2007","11:01am",0.22,31.0,31.62,30.9,4944879
"COFFEE",37.73,"6/11/2007","11:01am",-0.22,37.78,37.83,37.62,2556369
"CELL",57.1,"6/11/2007","11:01am",-0.28,57.25,57.4,57.0,794183
"COOKIES",46.06,"6/11/2007","11:01am",0.36,45.8,46.29,45.46,3023656
"DEODRANT",103.37,"6/11/2007","11:01am",0.3,102.87,103.63,102.5,1483400
"EGGS",21.97,"6/11/2007","11:06am",0.14,21.7,21.97,21.69,12553376
"FRESHNER",62.46,"6/11/2007","11:01am",0.33,62.89,62.89,62.15,2309522
"GRAPES",50.32,"6/11/2007","11:01am",-0.09,50.41,50.55,50.05,2110500
"MILK",51.42,"6/11/2007","11:01am",-0.25,51.67,51.82,51.32,5000442
"MINT",51.5,"6/11/2007","11:01am",0.09,51.47,51.5,50.98,1190914
"OIL",85.62,"6/11/2007","11:00am",-0.32,85.94,85.98,85.41,620500
"MAT",70.12,"6/11/2007","11:01am",-0.18,70.25,70.3,69.76,2246305
"ONIONS",50.505,"6/11/2007","11:01am",0.365,50.3,50.64,50.04,3232600
"PASTE",30.02,"6/11/2007","11:06am",-0.03,30.05,30.25,29.93,15371602
"PEPPER",26.34,"6/11/2007","11:01am",-0.18,26.5,26.53,26.33,5134096
"SOAP",62.98,"6/11/2007","11:01am",-0.09,62.8,63.12,62.75,1854046
"TEA",40.02,"6/11/2007","11:01am",-0.24,40.2,40.25,39.89,3531300
"TISSUES",69.91,"6/11/2007","11:00am",-0.32,69.85,70.2,69.51,658800
"TOMATOES",43.16,"6/11/2007","11:01am",0.09,42.95,43.2,42.89,2288410
"TOWEL",49.59,"6/11/2007","11:01am",-0.49,49.9,50.0,49.56,2659033
"YOGURT",82.98,"6/11/2007","11:01am",0.3,82.68,83.11,82.35,3296100
"ALMOND",39.6,"6/11/2007","11:06am",-0.06,39.67,40.18,39.43,1189680
"BREAD",71.49,"6/11/2007","11:06am",-0.04,71.29,71.6,71.15,1226342
"APPLES",63.11,"6/11/2007","11:06am",0.07,62.79,63.11,62.42,1576120
"BANANA",98.2,"6/11/2007","11:06am",0.01,98.25,98.79,97.74,743800
"BUNS",53.17,"6/11/2007","11:06am",-0.16,53.2,53.25,52.81,2445294
"BUTTER",78.7,"6/11/2007","11:06am",0.18,78.32,78.99,78.06,950252
"CHEESE",50.73,"6/11/2007","11:06am",-0.4,51.13,51.21,50.62,1165000
"CHERRIES",34.24,"6/11/2007","11:06am",0.04,34.28,34.44,34.12,1636250
"CHIPS",37.3314,"6/11/2007","11:06am",0.0114,37.07,37.41,37.05,7140328
"COCONUT",31.19,"6/11/2007","11:06am",0.19,31.0,31.62,30.9,5065479
"COFFEE",37.72,"6/11/2007","11:06am",-0.23,37.78,37.83,37.62,2746169
"CELL",57.04,"6/11/2007","11:06am",-0.34,57.25,57.4,57.0,851383
"COOKIES",46.09,"6/11/2007","11:06am",0.39,45.8,46.29,45.46,3113456
"DEODRANT",103.35,"6/11/2007","11:05am",0.28,102.87,103.63,102.5,1528300
"EGGS",21.95,"6/11/2007","11:11am",0.12,21.7,21.98,21.69,13630344
"FRESHNER",62.45,"6/11/2007","11:06am",0.32,62.89,62.89,62.15,2409122
"GRAPES",50.38,"6/11/2007","11:06am",-0.03,50.41,50.55,50.05,2209200
"MILK",51.44,"6/11/2007","11:05am",-0.23,51.67,51.82,51.32,5034642
"MINT",51.61,"6/11/2007","11:06am",0.2,51.47,51.61,50.98,1307114
"OIL",85.66,"6/11/2007","11:06am",-0.28,85.94,85.98,85.41,642300
"MAT",70.15,"6/11/2007","11:06am",-0.15,70.25,70.3,69.76,2298805
"ONIONS",50.52,"6/11/2007","11:06am",0.38,50.3,50.64,50.04,3272300
"PASTE",30.06,"6/11/2007","11:11am",0.01,30.05,30.25,29.93,15638561
"PEPPER",26.36,"6/11/2007","11:06am",-0.16,26.5,26.53,26.33,5407496
"SOAP",62.99,"6/11/2007","11:06am",-0.08,62.8,63.12,62.75,1906246
"TEA",40.01,"6/11/2007","11:06am",-0.25,40.2,40.25,39.89,3728000
"TISSUES",69.92,"6/11/2007","11:06am",-0.31,69.85,70.2,69.51,669300
"TOMATOES",43.17,"6/11/2007","11:06am",0.1,42.95,43.2,42.89,2322610
"TOWEL",49.55,"6/11/2007","11:06am",-0.53,49.9,50.0,49.55,2733633
"YOGURT",83.08,"6/11/2007","11:06am",0.4,82.68,83.11,82.35,3448500
"ALMOND",39.52,"6/11/2007","11:11am",-0.14,39.67,40.18,39.43,1258280
"BREAD",71.5,"6/11/2007","11:11am",-0.03,71.29,71.6,71.15,1250442
"APPLES",63.05,"6/11/2007","11:10am",0.01,62.79,63.12,62.42,1588220
"BANANA",98.16,"6/11/2007","11:11am",-0.03,98.25,98.79,97.74,759800
"BUNS",53.18,"6/11/2007","11:11am",-0.15,53.2,53.25,52.81,2614994
"BUTTER",78.82,"6/11/2007","11:11am",0.3,78.32,78.99,78.06,992052
"CHEESE",50.72,"6/11/2007","11:11am",-0.41,51.13,51.21,50.59,1241700
"CHERRIES",34.22,"6/11/2007","11:11am",0.02,34.28,34.44,34.12,1691750
"CHIPS",37.36,"6/11/2007","11:11am",0.04,37.07,37.41,37.05,7342028
"COCONUT",31.14,"6/11/2007","11:10am",0.14,31.0,31.62,30.9,5195679
"COFFEE",37.74,"6/11/2007","11:11am",-0.21,37.78,37.83,37.62,2859969
"CELL",57.08,"6/11/2007","11:10am",-0.3,57.25,57.4,57.0,888783
"COOKIES",46.08,"6/11/2007","11:11am",0.38,45.8,46.29,45.46,3164856
"DEODRANT",103.34,"6/11/2007","11:11am",0.27,102.87,103.63,102.5,1554100
"EGGS",21.92,"6/11/2007","11:15am",0.09,21.7,21.98,21.69,14546699
"FRESHNER",62.49,"6/11/2007","11:11am",0.36,62.89,62.89,62.15,2467522
"GRAPES",50.39,"6/11/2007","11:11am",-0.02,50.41,50.55,50.05,2298000
"MILK",51.46,"6/11/2007","11:11am",-0.21,51.67,51.82,51.32,5073542
"MINT",51.6,"6/11/2007","11:11am",0.19,51.47,51.62,50.98,1438514
"OIL",85.7,"6/11/2007","11:11am",-0.24,85.94,85.98,85.41,673300
"MAT",70.2306,"6/11/2007","11:11am",-0.0694,70.25,70.3,69.76,2382105
"ONIONS",50.46,"6/11/2007","11:11am",0.32,50.3,50.64,50.04,3337000
"PASTE",30.04,"6/11/2007","11:16am",-0.01,30.05,30.25,29.93,15908978
"PEPPER",26.32,"6/11/2007","11:11am",-0.2,26.5,26.53,26.31,5832646
"SOAP",62.99,"6/11/2007","11:11am",-0.08,62.8,63.12,62.75,1960846
"TEA",40.001,"6/11/2007","11:11am",-0.259,40.2,40.25,39.89,3794300
"TISSUES",69.85,"6/11/2007","11:10am",-0.38,69.85,70.2,69.51,678300
"TOMATOES",43.16,"6/11/2007","11:10am",0.09,42.95,43.2,42.89,2358345
"TOWEL",49.64,"6/11/2007","11:11am",-0.44,49.9,50.0,49.55,2915433
"YOGURT",83.09,"6/11/2007","11:11am",0.41,82.68,83.11,82.35,3609300
"ALMOND",39.48,"6/11/2007","11:16am",-0.18,39.67,40.18,39.43,1290380
"BREAD",71.42,"6/11/2007","11:16am",-0.11,71.29,71.6,71.15,1276442
"APPLES",63.01,"6/11/2007","11:16am",-0.03,62.79,63.12,62.42,1616220
"BANANA",98.01,"6/11/2007","11:16am",-0.18,98.25,98.79,97.74,777300
"BUNS",53.23,"6/11/2007","11:16am",-0.1,53.2,53.25,52.81,2793394
"BUTTER",78.65,"6/11/2007","11:16am",0.13,78.32,78.99,78.06,1046952
"CHEESE",50.7,"6/11/2007","11:16am",-0.43,51.13,51.21,50.59,1337600
"CHERRIES",34.2,"6/11/2007","11:15am",0.0,34.28,34.44,34.12,1805250
"CHIPS",37.35,"6/11/2007","11:16am",0.03,37.07,37.41,37.05,7601178
"COCONUT",31.1,"6/11/2007","11:15am",0.1,31.0,31.62,30.9,5260279
"COFFEE",37.73,"6/11/2007","11:16am",-0.22,37.78,37.83,37.62,2927469
"CELL",56.965,"6/11/2007","11:16am",-0.415,57.25,57.4,56.93,940183
"COOKIES",46.04,"6/11/2007","11:16am",0.34,45.8,46.29,45.46,3255956
"DEODRANT",103.24,"6/11/2007","11:16am",0.17,102.87,103.63,102.5,1595900
"EGGS",21.92,"6/11/2007","11:21am",0.09,21.7,21.98,21.69,14851182
"FRESHNER",62.55,"6/11/2007","11:16am",0.42,62.89,62.89,62.15,2628222
"GRAPES",50.32,"6/11/2007","11:16am",-0.09,50.41,50.55,50.05,2372200
"MILK",51.46,"6/11/2007","11:16am",-0.21,51.67,51.82,51.32,5091242
"MINT",51.49,"6/11/2007","11:15am",0.08,51.47,51.62,50.98,1719114
"OIL",85.57,"6/11/2007","11:15am",-0.37,85.94,85.98,85.41,691600
"MAT",70.17,"6/11/2007","11:16am",-0.13,70.25,70.3,69.76,2466057
"ONIONS",50.52,"6/11/2007","11:16am",0.38,50.3,50.64,50.04,3543600
"PASTE",30.025,"6/11/2007","11:20am",-0.025,30.05,30.25,29.93,16110835
"PEPPER",26.33,"6/11/2007","11:16am",-0.19,26.5,26.53,26.31,6034446
"SOAP",62.96,"6/11/2007","11:16am",-0.11,62.8,63.12,62.75,2028646
"TEA",39.97,"6/11/2007","11:16am",-0.29,40.2,40.25,39.89,3937400
"TISSUES",69.81,"6/11/2007","11:15am",-0.42,69.85,70.2,69.51,697600
"TOMATOES",43.15,"6/11/2007","11:16am",0.08,42.95,43.2,42.89,2414845
"TOWEL",49.63,"6/11/2007","11:16am",-0.45,49.9,50.0,49.55,3029233
"YOGURT",82.96,"6/11/2007","11:16am",0.28,82.68,83.11,82.35,3750000
"ALMOND",39.46,"6/11/2007","11:20am",-0.2,39.67,40.18,39.43,1318080
"BREAD",71.37,"6/11/2007","11:20am",-0.16,71.29,71.6,71.15,1313142
"APPLES",63.09,"6/11/2007","11:21am",0.05,62.79,63.12,62.42,1639320
"BANANA",98.06,"6/11/2007","11:21am",-0.13,98.25,98.79,97.74,796300
"BUNS",53.24,"6/11/2007","11:21am",-0.09,53.2,53.26,52.81,2937494
"BUTTER",78.72,"6/11/2007","11:21am",0.2,78.32,78.99,78.06,1095252
"CHEESE",50.67,"6/11/2007","11:21am",-0.46,51.13,51.21,50.59,1421500
"CHERRIES",34.21,"6/11/2007","11:21am",0.01,34.28,34.44,34.12,1882850
